order_id,customer_id,date,crop_id,kg,sgd_total
O00501,C0073,2026-04-14,arugula,1.19,9.32
O00502,C0074,2026-01-27,kai_lan,1.14,8.23
O00503,C0074,2026-01-26,kai_lan,1.6,10.87
O00504,C0075,2025-10-06,lettuce,3.25,15.13
O00505,C0075,2025-09-26,kai_lan,2.27,15.63
O00506,C0075,2025-07-31,kai_lan,0.6,4.22
O00507,C0075,2025-11-16,lettuce,1.88,9.38
O00508,C0076,2026-03-18,lettuce,3.43,16.93
O00509,C0076,2026-01-27,kai_lan,1.73,10.25
O00510,C0076,2025-09-25,kai_lan,1.52,9.86
O00511,C0076,2025-09-16,kai_lan,1.96,12.6
O00512,C0076,2025-07-16,kai_lan,1.06,6.92
O00513,C0076,2025-07-24,chye_sim,3.56,20.34
O00514,C0076,2025-07-09,kai_lan,0.85,6.18
O00515,C0076,2026-02-10,kai_lan,1.52,9.16
O00516,C0076,2026-02-03,lettuce,4.9,21.97
O00517,C0076,2025-12-07,kai_lan,1.06,6.59
O00518,C0076,2025-05-04,kai_lan,2.65,15.74
O00519,C0076,2025-12-12,kai_lan,4.86,31.94
O00520,C0076,2026-01-06,kai_lan,3.62,23.35
O00521,C0076,2025-09-17,chye_sim,4.97,28.44
O00522,C0076,2026-02-05,arugula,1.89,12.35
O00523,C0076,2025-12-23,kai_lan,2.89,17.92
O00524,C0077,2026-01-25,spinach,0.73,4.95
O00525,C0077,2026-01-31,kai_lan,2.77,25.02
O00526,C0077,2026-03-04,kai_lan,0.41,3.46
O00527,C0077,2025-12-12,kai_lan,4.8,45.2
O00528,C0077,2025-11-28,kai_lan,1.79,15.54
O00529,C0077,2025-09-03,spinach,1.0,8.14
O00530,C0077,2025-11-22,kai_lan,0.36,2.91
O00531,C0077,2025-11-06,arugula,0.71,7.03
O00532,C0077,2025-12-11,spinach,2.38,16.5
O00533,C0077,2026-02-22,spinach,4.51,31.09
O00534,C0077,2026-01-17,kai_lan,0.98,7.85
O00535,C0077,2026-03-30,kai_lan,1.88,17.5
O00536,C0077,2026-01-18,kai_lan,2.22,20.67
O00537,C0077,2025-12-04,kai_lan,2.47,21.23
O00538,C0077,2026-04-11,kai_lan,1.17,9.64
O00539,C0077,2026-01-08,kai_lan,4.17,33.54
O00540,C0077,2026-01-16,kai_lan,2.93,24.53
O00541,C0077,2025-08-26,kai_lan,1.71,14.94
O00542,C0078,2025-12-19,chye_sim,11.66,60.86
O00543,C0078,2025-07-22,chye_sim,11.88,61.33
O00544,C0078,2025-06-22,lettuce,14.71,73.77
O00545,C0078,2025-10-24,chye_sim,10.66,63.79
O00546,C0078,2026-03-09,chye_sim,14.74,87.28
O00547,C0078,2025-10-30,chye_sim,10.75,64.04
O00548,C0078,2025-07-14,chye_sim,6.46,35.21
O00549,C0078,2026-04-11,chye_sim,6.63,34.49
O00550,C0079,2026-01-29,spinach,1.66,9.71
O00551,C0079,2026-04-16,kai_lan,1.21,8.11
O00552,C0079,2026-03-03,kai_lan,3.84,25.2
O00553,C0079,2026-03-31,kai_lan,4.27,29.76
O00554,C0079,2025-10-28,kai_lan,3.54,20.75
O00555,C0079,2026-01-15,kai_lan,0.98,5.79
O00556,C0079,2025-10-31,kai_lan,2.58,16.12
O00557,C0079,2026-04-10,kai_lan,1.32,8.61
O00558,C0080,2026-04-10,lettuce,4.21,20.74
O00559,C0080,2026-04-03,chye_sim,4.07,21.95
O00560,C0081,2026-01-31,arugula,2.55,17.56
O00561,C0081,2026-03-04,spinach,2.38,15.4
O00562,C0082,2025-12-13,spinach,1.73,10.64
O00563,C0082,2025-08-20,spinach,4.33,22.94
O00564,C0082,2025-10-15,spinach,1.29,8.32
O00565,C0082,2026-01-24,spinach,3.98,20.77
O00566,C0082,2026-02-23,kai_lan,0.81,5.61
O00567,C0083,2025-07-21,arugula,4.57,29.3
O00568,C0083,2025-11-22,arugula,3.85,29.57
O00569,C0083,2025-10-04,arugula,1.24,9.29
O00570,C0084,2026-02-21,spinach,3.81,20.9
O00571,C0084,2026-03-25,spinach,1.05,6.12
O00572,C0085,2026-01-30,kai_lan,10.7,62.87
O00573,C0085,2026-01-13,lettuce,12.16,66.21
O00574,C0085,2025-06-18,lettuce,14.74,65.25
O00575,C0085,2025-07-10,arugula,9.75,73.52
O00576,C0085,2025-06-25,kai_lan,14.58,87.5
O00577,C0085,2025-09-20,spinach,10.14,57.52
O00578,C0086,2025-07-31,spinach,0.82,4.33
O00579,C0086,2026-03-18,spinach,1.65,10.11
O00580,C0087,2026-02-27,spinach,2.11,15.73
O00581,C0087,2026-02-25,spinach,4.25,29.96
O00582,C0087,2026-03-10,spinach,4.32,30.14
O00583,C0087,2026-01-25,chye_sim,4.71,32.63
O00584,C0088,2026-03-31,lettuce,0.79,3.83
O00585,C0088,2026-03-30,lettuce,0.86,4.11
O00586,C0089,2026-01-19,chye_sim,4.49,22.75
O00587,C0089,2025-09-25,spinach,3.1,20.07
O00588,C0089,2025-05-24,kai_lan,2.3,14.92
O00589,C0089,2026-03-23,lettuce,3.85,20.25
O00590,C0089,2025-10-13,kai_lan,3.43,24.73
O00591,C0089,2025-11-26,kai_lan,0.99,6.38
O00592,C0089,2025-05-24,kai_lan,2.64,17.67
O00593,C0089,2025-05-30,kai_lan,3.77,26.43
O00594,C0089,2025-12-03,kai_lan,4.87,30.76
O00595,C0089,2026-03-05,kai_lan,1.72,11.53
O00596,C0089,2026-04-16,kai_lan,3.83,26.51
O00597,C0089,2025-11-16,kai_lan,3.41,22.13
O00598,C0089,2025-08-03,kai_lan,4.1,26.94
O00599,C0089,2025-04-01,kai_lan,2.32,16.6
O00600,C0089,2025-10-05,kai_lan,4.31,27.62
O00601,C0090,2026-02-18,kai_lan,3.4,23.58
O00602,C0090,2026-04-13,lettuce,0.93,4.8
O00603,C0091,2025-09-15,lettuce,2.61,12.93
O00604,C0091,2026-03-18,lettuce,4.32,21.18
O00605,C0091,2026-02-06,lettuce,3.08,14.64
O00606,C0092,2025-10-19,spinach,5.61,33.27
O00607,C0092,2025-06-26,spinach,12.42,63.86
O00608,C0092,2026-03-08,kai_lan,5.97,37.38
O00609,C0092,2025-10-21,kai_lan,5.56,33.95
O00610,C0092,2025-08-20,kai_lan,10.93,78.01
O00611,C0092,2025-05-25,kai_lan,6.7,43.94
O00612,C0092,2025-05-11,kai_lan,13.63,90.07
O00613,C0092,2025-11-23,kai_lan,11.96,79.38
O00614,C0093,2025-12-24,kai_lan,1.82,10.66
O00615,C0093,2026-01-22,kai_lan,3.47,21.69
O00616,C0093,2026-01-25,lettuce,1.08,5.05
O00617,C0093,2026-01-08,kai_lan,3.29,23.79
O00618,C0094,2026-03-26,lettuce,7.65,35.67
O00619,C0094,2026-03-31,lettuce,7.26,37.64
O00620,C0095,2026-04-01,kai_lan,1.88,10.97
O00621,C0095,2026-03-25,kai_lan,1.29,8.95
O00622,C0096,2025-09-23,arugula,1.71,16.63
O00623,C0096,2025-09-29,arugula,2.19,21.12
O00624,C0096,2025-12-10,arugula,2.87,29.36
O00625,C0096,2026-03-09,arugula,3.01,26.24
O00626,C0096,2025-12-17,arugula,3.3,33.16
O00627,C0096,2025-11-30,chye_sim,0.58,3.86
O00628,C0096,2025-12-14,arugula,1.01,9.85
O00629,C0096,2025-09-22,spinach,4.34,35.98
O00630,C0096,2026-03-12,arugula,2.24,22.58
O00631,C0096,2026-03-18,arugula,3.53,30.93
O00632,C0096,2025-08-22,arugula,1.2,10.56
O00633,C0096,2025-09-27,arugula,2.93,27.02
O00634,C0096,2026-03-19,kai_lan,1.58,11.86
O00635,C0096,2025-09-11,arugula,1.13,11.44
O00636,C0097,2025-11-26,kai_lan,4.51,28.03
O00637,C0097,2025-08-22,arugula,2.21,15.41
O00638,C0097,2026-02-22,spinach,4.25,26.66
O00639,C0097,2025-07-21,kai_lan,3.75,26.92
O00640,C0097,2025-12-15,kai_lan,3.03,20.98
O00641,C0097,2025-12-16,kai_lan,4.46,27.15
O00642,C0098,2026-02-26,arugula,3.05,21.35
O00643,C0098,2026-02-16,kai_lan,0.8,4.86
O00644,C0098,2026-02-21,arugula,1.5,11.0
O00645,C0099,2026-01-28,kai_lan,0.83,5.46
O00646,C0099,2026-03-21,kai_lan,4.83,34.24
O00647,C0099,2025-10-03,kai_lan,3.66,25.65
O00648,C0099,2025-07-31,kai_lan,4.55,26.3
O00649,C0099,2025-08-17,kai_lan,4.01,24.42
O00650,C0099,2026-02-02,kai_lan,4.8,30.2
O00651,C0100,2026-02-06,chye_sim,4.37,26.13
O00652,C0100,2025-09-07,chye_sim,4.82,29.2
O00653,C0100,2025-07-01,chye_sim,4.7,27.45
O00654,C0100,2025-07-23,chye_sim,4.48,27.12
O00655,C0100,2026-01-10,chye_sim,4.12,23.43
O00656,C0100,2026-04-01,chye_sim,4.37,25.91
O00657,C0100,2025-10-30,chye_sim,2.24,13.33
O00658,C0101,2025-10-25,chye_sim,4.17,24.05
O00659,C0101,2025-12-07,lettuce,2.28,11.78
O00660,C0101,2025-12-28,spinach,0.43,2.22
O00661,C0101,2026-02-14,lettuce,2.38,12.08
O00662,C0101,2025-03-24,lettuce,3.25,15.23
O00663,C0101,2025-05-04,lettuce,1.47,7.59
O00664,C0101,2026-02-18,chye_sim,3.52,20.74
O00665,C0101,2025-09-02,lettuce,4.41,19.69
O00666,C0102,2026-03-15,arugula,1.84,12.55
O00667,C0102,2025-12-28,arugula,1.15,9.07
O00668,C0102,2026-04-17,lettuce,0.4,1.72
O00669,C0102,2026-02-27,arugula,3.25,25.65
O00670,C0103,2025-10-30,kai_lan,4.3,24.95
O00671,C0103,2026-02-25,kai_lan,1.0,7.23
O00672,C0103,2025-10-16,kai_lan,3.68,23.53
O00673,C0103,2026-03-10,lettuce,1.36,6.17
O00674,C0103,2025-12-04,kai_lan,2.62,15.53
O00675,C0103,2025-11-03,kai_lan,4.98,30.67
O00676,C0104,2025-07-27,kai_lan,2.22,13.2
O00677,C0104,2025-09-17,spinach,2.42,13.19
O00678,C0104,2026-02-14,kai_lan,2.45,14.07
O00679,C0104,2025-06-29,arugula,2.17,14.53
O00680,C0104,2025-11-04,chye_sim,1.5,7.47
O00681,C0104,2025-05-22,kai_lan,4.68,30.18
O00682,C0104,2025-10-20,arugula,4.85,35.71
O00683,C0104,2025-05-15,kai_lan,2.67,16.87
O00684,C0104,2025-11-10,kai_lan,0.92,6.55
O00685,C0104,2025-05-13,kai_lan,1.52,9.91
O00686,C0104,2025-10-12,kai_lan,1.79,11.73
O00687,C0104,2025-07-03,kai_lan,1.77,12.84
O00688,C0105,2025-12-11,arugula,1.63,12.8
O00689,C0105,2025-12-03,lettuce,2.35,10.58
O00690,C0105,2026-03-29,kai_lan,4.31,29.07
O00691,C0105,2026-03-03,lettuce,1.0,4.58
O00692,C0105,2025-08-08,lettuce,1.07,5.2
O00693,C0105,2025-09-18,arugula,0.49,3.42
O00694,C0106,2026-01-04,spinach,2.62,16.44
O00695,C0106,2025-06-06,spinach,0.74,4.67
O00696,C0106,2025-06-23,chye_sim,4.17,23.26
O00697,C0106,2026-02-25,spinach,3.04,19.65
O00698,C0106,2025-12-17,kai_lan,4.63,28.24
O00699,C0106,2025-12-03,spinach,4.47,22.98
O00700,C0107,2026-04-05,lettuce,2.06,11.11
O00701,C0107,2025-06-15,kai_lan,0.68,4.78
O00702,C0107,2026-03-25,lettuce,3.25,15.06
O00703,C0107,2026-03-24,lettuce,4.86,24.7
O00704,C0107,2025-12-09,lettuce,3.74,19.35
O00705,C0107,2026-02-07,lettuce,4.36,22.9
O00706,C0108,2026-01-09,chye_sim,2.87,16.18
O00707,C0108,2025-11-11,kai_lan,1.14,8.21
O00708,C0108,2026-01-29,kai_lan,4.31,25.73
O00709,C0108,2026-01-30,kai_lan,3.84,25.86
O00710,C0109,2026-02-24,chye_sim,2.33,13.77
O00711,C0109,2026-02-25,lettuce,1.99,8.79
O00712,C0110,2026-01-28,lettuce,2.39,11.41
O00713,C0110,2025-11-26,lettuce,2.29,11.9
O00714,C0111,2025-08-28,arugula,2.34,16.55
O00715,C0111,2025-03-13,arugula,4.87,36.58
O00716,C0111,2026-01-18,arugula,1.03,7.4
O00717,C0111,2026-01-09,arugula,0.69,4.96
O00718,C0111,2025-04-02,lettuce,1.0,4.46
O00719,C0111,2025-07-24,lettuce,1.69,7.38
O00720,C0111,2025-04-01,lettuce,2.7,12.95
O00721,C0111,2025-10-16,arugula,2.97,20.13
O00722,C0111,2025-07-01,arugula,3.91,24.9
O00723,C0112,2026-02-24,kai_lan,4.0,28.1
O00724,C0112,2025-04-15,kai_lan,4.42,27.34
O00725,C0112,2026-01-17,chye_sim,2.41,14.26
O00726,C0112,2025-09-13,arugula,1.18,7.85
O00727,C0112,2026-04-09,spinach,3.47,19.78
O00728,C0112,2025-04-01,kai_lan,0.85,5.08
O00729,C0113,2026-03-13,chye_sim,13.69,83.7
O00730,C0113,2026-03-27,chye_sim,13.13,74.25
O00731,C0113,2026-02-08,kai_lan,6.35,38.22
O00732,C0113,2025-07-29,chye_sim,6.88,33.55
O00733,C0114,2025-10-03,spinach,2.35,14.03
O00734,C0114,2025-10-26,spinach,3.92,20.8
O00735,C0114,2026-02-22,spinach,1.08,5.75
O00736,C0114,2026-03-05,lettuce,4.34,21.71
O00737,C0114,2025-11-01,spinach,4.2,23.72
O00738,C0114,2026-01-07,spinach,3.26,19.89
O00739,C0114,2026-02-18,chye_sim,3.1,17.27
O00740,C0115,2025-10-28,spinach,2.58,19.91
O00741,C0115,2026-03-24,arugula,4.38,38.34
O00742,C0115,2025-11-03,spinach,2.28,16.46
O00743,C0115,2025-11-04,spinach,3.35,27.59
O00744,C0115,2025-11-17,spinach,4.71,34.23
O00745,C0115,2026-04-15,spinach,1.06,8.41
O00746,C0115,2026-02-16,spinach,1.39,9.78
O00747,C0115,2026-04-12,spinach,3.13,25.54
O00748,C0115,2026-04-05,spinach,4.45,35.36
O00749,C0116,2025-12-04,chye_sim,3.75,22.11
O00750,C0116,2026-03-12,kai_lan,1.27,8.66
O00751,C0117,2026-04-12,spinach,1.11,7.71
O00752,C0117,2026-03-20,spinach,2.26,19.02
O00753,C0117,2026-02-24,spinach,2.92,24.63
O00754,C0117,2026-03-03,spinach,1.05,8.5
O00755,C0117,2026-03-22,spinach,0.6,4.44
O00756,C0118,2025-09-15,kai_lan,1.35,8.28
O00757,C0118,2025-11-12,chye_sim,3.92,21.85
O00758,C0118,2025-08-07,arugula,3.14,20.46
O00759,C0118,2025-06-16,spinach,2.45,15.37
O00760,C0118,2025-07-17,chye_sim,3.17,18.91
O00761,C0118,2025-07-13,kai_lan,0.8,5.33
O00762,C0118,2025-09-04,kai_lan,1.67,10.72
O00763,C0119,2026-03-03,kai_lan,3.34,20.86
O00764,C0119,2025-08-30,kai_lan,1.25,9.03
O00765,C0119,2025-06-24,kai_lan,4.1,25.65
O00766,C0119,2026-03-06,kai_lan,1.55,10.6
O00767,C0119,2026-01-19,kai_lan,3.43,20.4
O00768,C0119,2026-03-19,kai_lan,1.37,9.57
O00769,C0119,2026-01-18,arugula,4.77,34.5
O00770,C0119,2025-12-23,spinach,3.92,23.92
O00771,C0119,2026-03-12,kai_lan,1.78,12.91
O00772,C0119,2025-09-13,kai_lan,2.15,12.41
O00773,C0120,2025-07-08,kai_lan,3.27,22.33
O00774,C0120,2026-03-26,arugula,2.27,17.86
O00775,C0120,2026-04-15,spinach,1.73,10.62
O00776,C0120,2025-10-15,spinach,1.61,9.43
O00777,C0120,2025-07-06,spinach,1.26,7.41
O00778,C0120,2026-03-04,spinach,3.58,22.68
O00779,C0121,2026-01-19,chye_sim,1.23,6.43
O00780,C0121,2025-03-11,chye_sim,2.13,12.35
O00781,C0122,2026-02-22,spinach,0.74,4.32
O00782,C0122,2026-02-22,spinach,3.29,16.89
O00783,C0123,2025-11-24,spinach,1.43,8.87
O00784,C0123,2026-02-27,spinach,2.67,16.38
O00785,C0124,2025-11-24,kai_lan,1.97,11.39
O00786,C0124,2026-03-04,spinach,2.99,15.28
O00787,C0124,2025-12-14,chye_sim,4.95,27.64
O00788,C0124,2026-02-26,kai_lan,4.27,25.98
O00789,C0124,2025-12-04,kai_lan,3.99,27.26
O00790,C0125,2025-07-02,lettuce,1.46,6.88
O00791,C0125,2026-02-14,lettuce,3.96,19.19
O00792,C0125,2025-07-06,chye_sim,0.69,3.37
O00793,C0125,2025-06-27,lettuce,2.4,11.38
O00794,C0126,2026-01-13,arugula,2.74,19.22
O00795,C0126,2025-11-03,arugula,3.29,26.52
O00796,C0126,2026-02-26,spinach,1.07,6.19
O00797,C0126,2026-02-24,kai_lan,3.61,25.52
O00798,C0126,2025-08-20,arugula,2.44,15.6
O00799,C0126,2025-09-09,spinach,4.77,28.36
O00800,C0127,2025-09-17,spinach,2.99,15.41
O00801,C0127,2025-09-28,spinach,1.73,9.75
O00802,C0127,2025-11-03,spinach,4.02,21.31
O00803,C0127,2026-01-17,spinach,4.7,26.0
O00804,C0128,2025-12-13,spinach,3.78,25.07
O00805,C0128,2026-03-08,spinach,4.39,32.45
O00806,C0128,2026-03-14,spinach,2.43,17.58
O00807,C0128,2026-01-23,spinach,3.68,28.48
O00808,C0128,2025-11-23,spinach,2.47,18.37
O00809,C0128,2026-02-10,spinach,3.72,25.29
O00810,C0128,2026-03-27,spinach,2.23,15.7
O00811,C0128,2026-01-28,spinach,0.52,4.04
O00812,C0128,2026-02-09,lettuce,4.37,29.22
O00813,C0128,2026-03-14,spinach,3.93,28.25
O00814,C0128,2026-04-02,spinach,2.93,20.45
O00815,C0128,2026-03-26,spinach,3.86,32.31
O00816,C0128,2026-03-01,spinach,2.54,20.95
O00817,C0129,2026-04-11,kai_lan,5.19,36.05
O00818,C0129,2026-02-17,chye_sim,10.8,53.46
O00819,C0130,2025-12-02,arugula,0.51,4.0
O00820,C0130,2025-07-02,arugula,1.15,7.32
O00821,C0130,2026-03-18,arugula,1.51,9.86
O00822,C0131,2026-03-27,kai_lan,0.98,7.77
O00823,C0131,2026-01-28,kai_lan,4.78,42.08
O00824,C0131,2026-01-24,kai_lan,1.83,13.7
O00825,C0131,2026-01-24,kai_lan,0.76,5.9
O00826,C0131,2026-02-27,kai_lan,4.73,43.76
O00827,C0131,2026-01-23,kai_lan,3.84,33.08
O00828,C0131,2026-03-21,kai_lan,2.67,25.0
O00829,C0132,2025-11-03,spinach,2.9,15.06
O00830,C0132,2025-10-26,spinach,1.4,8.86
O00831,C0132,2025-12-26,spinach,3.06,16.02
O00832,C0132,2026-03-10,spinach,0.89,5.25
O00833,C0132,2026-02-10,spinach,3.29,17.71
O00834,C0132,2025-11-24,spinach,4.93,30.54
O00835,C0133,2026-01-23,lettuce,0.5,2.61
O00836,C0133,2025-11-16,spinach,1.09,5.64
O00837,C0133,2026-02-22,spinach,1.48,8.95
O00838,C0133,2025-12-17,kai_lan,4.25,26.18
O00839,C0133,2025-09-11,lettuce,1.71,8.18
O00840,C0133,2025-08-22,chye_sim,4.99,29.96
O00841,C0134,2026-03-27,spinach,3.51,19.57
O00842,C0134,2026-01-23,chye_sim,1.58,9.05
O00843,C0135,2025-12-15,arugula,4.81,33.19
O00844,C0135,2026-03-15,arugula,4.63,34.24
O00845,C0136,2026-04-14,spinach,1.12,6.56
O00846,C0136,2026-04-01,chye_sim,2.83,16.63
O00847,C0137,2026-03-21,chye_sim,0.45,2.65
O00848,C0137,2026-03-31,chye_sim,0.88,5.39
O00849,C0137,2025-10-31,spinach,1.13,6.99
O00850,C0137,2026-04-13,kai_lan,2.04,12.29
O00851,C0138,2026-03-02,chye_sim,3.5,26.27
O00852,C0138,2026-02-28,spinach,3.18,22.87
O00853,C0138,2026-04-02,spinach,4.91,41.14
O00854,C0139,2026-03-05,kai_lan,3.61,31.27
O00855,C0139,2026-02-16,kai_lan,4.16,34.27
O00856,C0139,2026-04-12,kai_lan,2.65,20.63
O00857,C0139,2026-02-28,kai_lan,2.96,26.1
O00858,C0140,2025-08-19,arugula,0.9,5.82
O00859,C0140,2025-10-01,arugula,4.44,33.73
O00860,C0140,2025-10-09,arugula,3.49,28.07
O00861,C0140,2026-02-18,arugula,3.5,27.51
O00862,C0140,2025-05-23,lettuce,4.73,20.69
O00863,C0140,2025-11-03,arugula,4.98,33.89
O00864,C0140,2026-02-11,arugula,2.0,15.29
O00865,C0140,2025-09-13,arugula,4.62,33.5
O00866,C0140,2025-10-30,arugula,1.21,7.87
O00867,C0140,2026-03-10,arugula,1.36,10.24
O00868,C0140,2025-06-29,kai_lan,1.85,10.75
O00869,C0140,2026-04-07,arugula,2.56,19.76
O00870,C0140,2026-03-21,arugula,4.25,28.75
O00871,C0140,2026-01-19,arugula,1.9,12.23
O00872,C0141,2026-01-30,arugula,3.95,37.99
O00873,C0141,2026-04-02,spinach,2.4,16.46
O00874,C0141,2025-10-04,spinach,4.48,35.37
O00875,C0141,2026-04-07,spinach,4.62,34.35
O00876,C0141,2025-12-05,spinach,2.33,15.89
O00877,C0141,2025-10-03,spinach,1.69,12.35
O00878,C0141,2025-10-13,spinach,2.23,18.3
O00879,C0141,2026-04-08,spinach,0.35,2.56
O00880,C0141,2026-04-10,spinach,3.21,21.92
O00881,C0142,2026-04-02,spinach,1.84,12.87
O00882,C0142,2025-06-13,spinach,3.65,28.15
O00883,C0142,2025-07-30,kai_lan,2.69,21.96
O00884,C0142,2025-12-24,spinach,1.44,11.65
O00885,C0142,2025-05-22,spinach,3.05,23.05
O00886,C0142,2026-03-21,spinach,4.46,35.86
O00887,C0142,2025-07-06,spinach,3.14,22.46
O00888,C0142,2025-04-26,spinach,3.39,23.39
O00889,C0142,2025-08-21,spinach,4.23,34.6
O00890,C0142,2025-11-24,spinach,4.89,38.11
O00891,C0142,2025-08-03,spinach,3.44,27.14
O00892,C0142,2025-12-17,spinach,1.86,14.26
O00893,C0142,2025-10-10,spinach,2.27,15.71
O00894,C0142,2025-12-10,arugula,2.63,27.11
O00895,C0142,2026-03-15,spinach,1.38,10.73
O00896,C0142,2025-08-22,spinach,3.91,31.72
O00897,C0142,2025-10-31,spinach,1.17,9.82
O00898,C0142,2025-10-24,spinach,1.98,15.14
O00899,C0142,2025-07-03,spinach,1.21,9.34
O00900,C0142,2025-10-23,spinach,0.44,3.07
O00901,C0142,2025-07-20,spinach,1.53,10.64
O00902,C0142,2026-01-30,spinach,1.22,8.49
O00903,C0142,2025-09-03,kai_lan,3.48,28.58
O00904,C0142,2025-06-17,spinach,1.29,9.61
O00905,C0143,2026-04-14,arugula,1.11,8.01
O00906,C0143,2026-04-11,arugula,4.43,28.56
O00907,C0143,2025-10-25,kai_lan,1.19,7.8
O00908,C0143,2026-03-15,arugula,3.12,25.02
O00909,C0143,2025-11-20,chye_sim,3.06,18.26
O00910,C0143,2025-12-03,spinach,0.55,3.42
O00911,C0143,2025-10-21,arugula,4.46,29.89
O00912,C0143,2025-10-09,chye_sim,3.19,16.14
O00913,C0143,2025-12-27,lettuce,2.69,13.19
O00914,C0144,2025-10-20,spinach,2.06,16.24
O00915,C0144,2026-03-31,spinach,3.03,23.62
O00916,C0144,2025-08-08,spinach,4.51,33.58
O00917,C0144,2025-11-18,spinach,1.74,14.33
O00918,C0144,2025-10-09,spinach,2.89,19.86
O00919,C0144,2025-09-02,spinach,2.74,19.31
O00920,C0144,2025-08-11,spinach,3.22,23.84
O00921,C0144,2026-03-17,spinach,2.03,15.28
O00922,C0144,2025-12-07,spinach,1.14,8.07
O00923,C0144,2025-08-28,spinach,0.69,5.61
O00924,C0144,2026-04-09,spinach,0.67,4.76
O00925,C0144,2025-11-14,spinach,0.64,4.26
O00926,C0144,2025-10-31,spinach,3.47,24.62
O00927,C0144,2025-12-08,spinach,3.14,21.61
O00928,C0144,2025-12-01,spinach,1.71,13.87
O00929,C0144,2026-02-12,chye_sim,3.86,24.38
O00930,C0144,2026-04-09,arugula,4.37,38.21
O00931,C0144,2025-11-05,spinach,2.72,21.95
O00932,C0144,2026-03-17,spinach,4.02,28.97
O00933,C0144,2025-10-25,spinach,4.73,34.94
O00934,C0144,2026-03-02,spinach,2.92,21.39
O00935,C0145,2025-07-26,kai_lan,12.38,80.45
O00936,C0145,2025-11-19,kai_lan,9.19,62.41
O00937,C0145,2025-12-14,chye_sim,8.0,44.9
O00938,C0145,2026-03-08,arugula,6.54,52.18
O00939,C0145,2025-11-07,kai_lan,12.99,92.83
O00940,C0145,2026-03-11,arugula,7.04,49.37
O00941,C0145,2026-02-19,kai_lan,9.75,60.76
O00942,C0146,2025-12-23,spinach,0.79,6.03
O00943,C0146,2025-08-06,lettuce,0.43,2.52
O00944,C0146,2026-02-03,spinach,1.4,10.92
O00945,C0146,2025-08-25,spinach,2.03,13.53
O00946,C0146,2026-01-04,spinach,1.04,7.1
O00947,C0146,2026-02-20,spinach,0.62,5.21
O00948,C0146,2025-11-03,spinach,1.27,9.4
O00949,C0146,2026-03-21,spinach,3.0,21.61
O00950,C0146,2025-11-01,spinach,3.52,25.1
O00951,C0146,2025-07-24,spinach,4.18,32.28
O00952,C0147,2026-04-01,arugula,2.98,27.79
O00953,C0147,2026-03-16,arugula,3.77,33.45
O00954,C0147,2026-03-14,arugula,4.26,42.68
O00955,C0147,2026-02-26,arugula,4.11,35.44
O00956,C0147,2026-01-20,arugula,3.2,29.49
O00957,C0147,2026-02-24,kai_lan,2.97,24.48
O00958,C0147,2025-11-29,arugula,4.39,38.87
O00959,C0147,2026-04-04,arugula,4.61,45.17
O00960,C0147,2026-01-12,spinach,3.88,26.6
O00961,C0147,2026-02-20,arugula,0.79,7.91
O00962,C0148,2026-01-01,kai_lan,1.49,9.69
O00963,C0148,2026-01-15,kai_lan,3.3,22.37
O00964,C0149,2026-02-01,arugula,2.18,14.52
O00965,C0149,2025-08-09,arugula,0.84,6.65
O00966,C0149,2026-01-04,arugula,2.48,17.7
O00967,C0150,2026-03-28,chye_sim,3.65,19.8
O00968,C0150,2026-03-18,chye_sim,1.1,5.36
O00969,C0151,2026-02-08,arugula,2.81,19.72
O00970,C0151,2026-01-26,arugula,0.35,2.4
O00971,C0152,2026-01-20,spinach,3.66,30.18
O00972,C0152,2025-11-08,spinach,0.52,4.08
O00973,C0152,2026-04-14,spinach,3.67,30.28
O00974,C0152,2026-02-05,spinach,2.39,18.42
O00975,C0152,2025-08-14,chye_sim,4.67,32.35
O00976,C0152,2025-11-20,spinach,0.38,2.51
O00977,C0152,2025-07-28,spinach,1.2,9.44
O00978,C0152,2025-11-10,kai_lan,4.23,37.12
O00979,C0152,2025-10-14,spinach,2.71,21.97
O00980,C0152,2026-01-02,spinach,1.19,8.35
O00981,C0152,2026-02-08,kai_lan,1.3,10.65
O00982,C0152,2025-10-17,spinach,3.37,22.46
O00983,C0152,2025-11-06,spinach,0.61,4.95
O00984,C0152,2026-01-25,spinach,4.46,32.92
O00985,C0152,2026-04-02,kai_lan,2.82,26.63
O00986,C0152,2025-10-16,spinach,0.75,5.38
O00987,C0152,2026-02-04,spinach,4.87,38.43
O00988,C0152,2026-01-07,spinach,3.88,30.57
O00989,C0153,2025-12-24,kai_lan,0.38,2.74
O00990,C0153,2025-12-07,kai_lan,3.31,20.14
O00991,C0153,2026-02-16,kai_lan,0.4,2.76
O00992,C0153,2025-06-24,kai_lan,3.77,26.01
O00993,C0154,2025-07-01,kai_lan,2.06,12.74
O00994,C0154,2025-08-07,kai_lan,3.32,20.21
O00995,C0154,2026-03-24,spinach,4.42,23.4
O00996,C0154,2025-10-31,kai_lan,3.87,25.31
O00997,C0154,2025-12-20,kai_lan,1.66,9.53
O00998,C0154,2025-11-07,kai_lan,1.27,7.36
O00999,C0154,2025-09-26,chye_sim,1.35,8.06
O01000,C0154,2026-02-12,kai_lan,2.38,13.63
