date,crop_id,kg_shipped,price_sgd_per_kg
2025-12-08,chye_sim,26.2,4.66
2025-12-08,arugula,15.7,8.77
2025-12-08,pak_choi,52.6,3.79
2025-12-08,kale,21.1,8.06
2025-12-08,basil_thai,10.3,15.51
2025-12-08,coriander,16.9,12.19
2025-12-08,mint,9.3,15.77
2025-12-09,kai_lan,64.3,3.15
2025-12-09,baby_spinach,34.0,5.85
2025-12-09,lettuce_mambo,50.0,3.84
2025-12-09,chye_sim,46.6,3.46
2025-12-09,arugula,14.4,7.27
2025-12-09,pak_choi,60.0,4.02
2025-12-09,kale,19.0,9.92
2025-12-09,basil_thai,7.0,17.61
2025-12-09,coriander,17.6,11.8
2025-12-09,mint,10.1,12.31
2025-12-10,kai_lan,65.3,4.27
2025-12-10,baby_spinach,34.9,5.56
2025-12-10,lettuce_mambo,57.5,4.08
2025-12-10,chye_sim,39.3,4.33
2025-12-10,arugula,13.5,8.41
2025-12-10,pak_choi,63.0,4.28
2025-12-10,kale,16.3,10.63
2025-12-10,basil_thai,13.9,13.81
2025-12-10,coriander,22.4,13.1
2025-12-10,mint,10.5,14.03
2025-12-11,kai_lan,45.1,4.35
2025-12-11,baby_spinach,38.4,7.26
2025-12-11,lettuce_mambo,60.1,3.44
2025-12-11,chye_sim,42.9,4.46
2025-12-11,arugula,14.5,8.6
2025-12-11,pak_choi,62.2,3.17
2025-12-11,kale,17.8,8.03
2025-12-11,basil_thai,11.3,14.88
2025-12-11,coriander,15.2,8.75
2025-12-11,mint,6.7,15.35
2025-12-12,kai_lan,37.0,4.75
2025-12-12,baby_spinach,23.5,7.29
2025-12-12,lettuce_mambo,55.8,3.92
2025-12-12,chye_sim,53.4,4.76
2025-12-12,arugula,12.0,7.53
2025-12-12,pak_choi,59.1,3.68
2025-12-12,kale,19.3,9.14
2025-12-12,basil_thai,13.3,14.84
2025-12-12,coriander,21.4,12.1
2025-12-12,mint,11.2,14.43
2025-12-13,kai_lan,51.0,3.99
2025-12-13,baby_spinach,23.3,6.41
2025-12-13,lettuce_mambo,57.7,3.82
2025-12-13,chye_sim,15.1,3.32
2025-12-13,arugula,8.4,6.59
2025-12-13,pak_choi,55.9,3.89
2025-12-13,kale,19.7,7.47
2025-12-13,basil_thai,10.9,14.77
2025-12-13,coriander,21.2,10.4
2025-12-13,mint,8.1,16.05
2025-12-14,kai_lan,44.5,4.89
2025-12-14,baby_spinach,30.9,6.3
2025-12-14,lettuce_mambo,57.1,3.48
2025-12-14,chye_sim,32.6,3.31
2025-12-14,arugula,12.1,8.14
2025-12-14,pak_choi,52.1,3.49
2025-12-14,kale,18.1,8.54
2025-12-14,basil_thai,10.7,13.45
2025-12-14,coriander,17.0,10.73
2025-12-14,mint,10.0,12.58
2025-12-15,kai_lan,39.4,4.06
2025-12-15,baby_spinach,44.7,6.3
2025-12-15,lettuce_mambo,56.7,4.0
2025-12-15,chye_sim,18.7,3.98
2025-12-15,arugula,16.9,8.11
2025-12-15,pak_choi,62.8,3.69
2025-12-15,kale,22.7,7.7
2025-12-15,basil_thai,7.3,15.29
2025-12-15,coriander,14.2,13.44
2025-12-15,mint,8.0,11.68
2025-12-16,kai_lan,31.8,3.15
2025-12-16,baby_spinach,34.3,5.83
2025-12-16,lettuce_mambo,57.8,4.23
2025-12-16,chye_sim,46.5,3.91
2025-12-16,arugula,9.1,8.49
2025-12-16,pak_choi,68.2,3.61
2025-12-16,kale,23.7,8.45
2025-12-16,basil_thai,15.0,13.66
2025-12-16,coriander,18.5,10.14
2025-12-16,mint,7.3,15.82
2025-12-17,kai_lan,47.6,5.09
2025-12-17,baby_spinach,37.4,5.91
2025-12-17,lettuce_mambo,68.3,3.71
2025-12-17,chye_sim,23.5,3.6
2025-12-17,arugula,14.3,8.32
2025-12-17,pak_choi,56.9,3.25
2025-12-17,kale,19.1,9.17
2025-12-17,basil_thai,8.7,14.12
2025-12-17,coriander,15.3,12.85
2025-12-17,mint,10.0,13.83
2025-12-18,kai_lan,44.5,4.6
2025-12-18,baby_spinach,28.6,4.97
2025-12-18,lettuce_mambo,54.1,3.55
2025-12-18,chye_sim,27.5,4.08
2025-12-18,arugula,14.3,6.73
2025-12-18,pak_choi,64.7,3.42
2025-12-18,kale,21.3,9.49
2025-12-18,basil_thai,8.2,13.23
2025-12-18,coriander,16.8,13.13
2025-12-18,mint,4.9,14.41
2025-12-19,kai_lan,63.7,4.39
2025-12-19,baby_spinach,37.4,5.37
2025-12-19,lettuce_mambo,56.1,3.15
2025-12-19,chye_sim,16.5,4.47
2025-12-19,arugula,10.4,7.64
2025-12-19,pak_choi,53.5,3.01
2025-12-19,kale,18.9,8.84
2025-12-19,basil_thai,11.4,15.63
2025-12-19,coriander,16.8,12.26
2025-12-19,mint,10.6,12.72
2025-12-20,kai_lan,38.7,5.29
2025-12-20,baby_spinach,38.6,4.72
2025-12-20,lettuce_mambo,50.7,4.34
2025-12-20,chye_sim,29.7,4.1
2025-12-20,arugula,10.6,7.69
2025-12-20,pak_choi,57.6,3.41
2025-12-20,kale,19.6,9.57
2025-12-20,basil_thai,10.3,15.74
2025-12-20,coriander,23.6,10.05
2025-12-20,mint,9.0,13.09
2025-12-21,kai_lan,47.6,4.53
2025-12-21,baby_spinach,35.1,7.06
2025-12-21,lettuce_mambo,54.0,4.25
2025-12-21,chye_sim,7.2,4.8
2025-12-21,arugula,11.9,8.86
2025-12-21,pak_choi,49.2,3.21
2025-12-21,kale,20.3,9.48
2025-12-21,basil_thai,12.3,16.52
2025-12-21,coriander,12.1,13.07
2025-12-21,mint,8.6,13.76
2025-12-22,kai_lan,28.9,4.85
2025-12-22,baby_spinach,15.9,6.58
2025-12-22,lettuce_mambo,49.8,3.82
2025-12-22,chye_sim,35.0,4.58
2025-12-22,arugula,12.3,7.44
2025-12-22,pak_choi,60.2,3.95
2025-12-22,kale,21.5,9.15
2025-12-22,basil_thai,10.4,12.81
2025-12-22,coriander,17.3,10.06
2025-12-22,mint,9.5,14.15
2025-12-23,kai_lan,82.9,3.73
2025-12-23,baby_spinach,34.6,7.62
2025-12-23,lettuce_mambo,66.8,3.52
2025-12-23,chye_sim,39.2,4.0
2025-12-23,arugula,13.7,7.44
2025-12-23,pak_choi,65.1,2.94
2025-12-23,kale,21.1,9.91
2025-12-23,basil_thai,10.9,12.74
2025-12-23,coriander,19.5,12.4
2025-12-23,mint,7.4,13.66
2025-12-24,kai_lan,33.4,3.78
2025-12-24,baby_spinach,30.6,7.11
2025-12-24,lettuce_mambo,57.1,4.06
2025-12-24,chye_sim,34.1,4.12
2025-12-24,arugula,12.7,8.7
2025-12-24,pak_choi,63.7,2.95
2025-12-24,kale,16.4,9.02
2025-12-24,basil_thai,9.2,15.57
2025-12-24,coriander,16.1,14.61
2025-12-24,mint,5.7,14.24
2025-12-25,kai_lan,37.0,4.15
2025-12-25,baby_spinach,34.8,4.2
2025-12-25,lettuce_mambo,60.4,4.56
2025-12-25,chye_sim,33.8,4.13
2025-12-25,arugula,14.7,7.87
2025-12-25,pak_choi,61.7,2.7
2025-12-25,kale,21.9,9.4
2025-12-25,basil_thai,9.4,15.18
2025-12-25,coriander,15.4,11.42
2025-12-25,mint,9.3,12.39
2025-12-26,kai_lan,64.2,3.52
2025-12-26,baby_spinach,27.3,7.73
2025-12-26,lettuce_mambo,62.8,3.84
2025-12-26,chye_sim,28.3,3.74
2025-12-26,arugula,12.3,8.03
2025-12-26,pak_choi,61.9,3.49
2025-12-26,kale,18.5,8.2
2025-12-26,basil_thai,9.9,16.28
2025-12-26,coriander,12.7,11.79
2025-12-26,mint,6.6,14.13
2025-12-27,kai_lan,36.1,5.53
2025-12-27,baby_spinach,32.1,4.82
2025-12-27,lettuce_mambo,56.0,3.49
2025-12-27,chye_sim,21.5,4.16
2025-12-27,arugula,9.8,8.71
2025-12-27,pak_choi,51.8,3.28
2025-12-27,kale,17.4,8.99
2025-12-27,basil_thai,14.1,15.88
2025-12-27,coriander,20.8,14.49
2025-12-27,mint,6.7,14.08
2025-12-28,kai_lan,25.9,3.96
2025-12-28,baby_spinach,23.8,5.05
2025-12-28,lettuce_mambo,47.0,3.74
2025-12-28,chye_sim,16.7,4.42
2025-12-28,arugula,9.1,10.25
2025-12-28,pak_choi,54.3,3.53
2025-12-28,kale,15.7,11.04
2025-12-28,basil_thai,14.3,15.42
2025-12-28,coriander,13.3,12.23
2025-12-28,mint,6.6,15.75
2025-12-29,kai_lan,62.1,4.57
2025-12-29,baby_spinach,14.8,5.11
2025-12-29,lettuce_mambo,61.6,4.29
2025-12-29,chye_sim,45.5,3.2
2025-12-29,arugula,13.0,8.81
2025-12-29,pak_choi,53.8,3.5
2025-12-29,kale,20.4,9.23
2025-12-29,basil_thai,7.5,14.54
2025-12-29,coriander,15.7,11.84
2025-12-29,mint,7.2,13.47
2025-12-30,kai_lan,52.6,4.81
2025-12-30,baby_spinach,32.0,5.63
2025-12-30,lettuce_mambo,60.6,3.03
2025-12-30,chye_sim,41.9,4.0
2025-12-30,arugula,12.9,8.77
2025-12-30,pak_choi,54.6,2.81
2025-12-30,kale,21.2,9.49
2025-12-30,basil_thai,12.0,14.35
2025-12-30,coriander,18.8,13.03
2025-12-30,mint,9.2,13.69
2025-12-31,kai_lan,28.3,5.04
2025-12-31,baby_spinach,42.8,6.58
2025-12-31,lettuce_mambo,55.4,4.07
2025-12-31,chye_sim,46.1,4.78
2025-12-31,arugula,11.0,7.82
2025-12-31,pak_choi,71.6,3.52
2025-12-31,kale,16.8,9.87
2025-12-31,basil_thai,13.1,15.12
2025-12-31,coriander,17.7,11.72
2025-12-31,mint,10.8,12.92
2026-01-01,kai_lan,47.3,4.51
2026-01-01,baby_spinach,39.3,4.65
2026-01-01,lettuce_mambo,51.4,2.98
2026-01-01,chye_sim,38.5,3.44
2026-01-01,arugula,11.7,8.53
2026-01-01,pak_choi,61.5,3.58
2026-01-01,kale,18.7,10.1
2026-01-01,basil_thai,12.6,14.03
2026-01-01,coriander,16.3,13.15
2026-01-01,mint,8.9,12.32
2026-01-02,kai_lan,61.8,3.74
2026-01-02,baby_spinach,42.0,6.92
2026-01-02,lettuce_mambo,57.8,3.86
2026-01-02,chye_sim,34.9,4.34
2026-01-02,arugula,11.2,8.19
2026-01-02,pak_choi,67.8,3.3
2026-01-02,kale,16.9,8.43
2026-01-02,basil_thai,9.0,12.44
2026-01-02,coriander,17.8,13.99
2026-01-02,mint,10.2,12.05
2026-01-03,kai_lan,53.5,5.5
2026-01-03,baby_spinach,24.0,6.09
2026-01-03,lettuce_mambo,40.8,3.91
2026-01-03,chye_sim,18.2,4.1
2026-01-03,arugula,7.6,8.43
2026-01-03,pak_choi,62.8,3.23
2026-01-03,kale,15.6,7.56
2026-01-03,basil_thai,11.6,14.19
2026-01-03,coriander,12.5,12.5
2026-01-03,mint,7.6,12.71
2026-01-04,kai_lan,36.7,5.25
2026-01-04,baby_spinach,32.2,5.88
2026-01-04,lettuce_mambo,55.8,3.34
2026-01-04,chye_sim,27.2,4.07
2026-01-04,arugula,9.8,8.35
2026-01-04,pak_choi,52.5,3.68
2026-01-04,kale,20.9,6.87
2026-01-04,basil_thai,14.7,10.73
2026-01-04,coriander,15.0,13.13
2026-01-04,mint,7.9,12.24
2026-01-05,kai_lan,39.3,5.22
2026-01-05,baby_spinach,17.6,7.02
2026-01-05,lettuce_mambo,57.1,3.32
2026-01-05,chye_sim,32.8,3.49
2026-01-05,arugula,13.9,8.59
2026-01-05,pak_choi,53.7,3.36
2026-01-05,kale,16.6,10.66
2026-01-05,basil_thai,8.7,17.25
2026-01-05,coriander,16.3,10.72
2026-01-05,mint,7.0,13.04
2026-01-06,kai_lan,39.0,4.57
2026-01-06,baby_spinach,24.1,4.2
2026-01-06,lettuce_mambo,57.6,3.08
2026-01-06,chye_sim,32.9,3.55
2026-01-06,arugula,10.9,9.6
2026-01-06,pak_choi,66.8,3.59
2026-01-06,kale,14.6,8.91
2026-01-06,basil_thai,12.3,13.57
2026-01-06,coriander,19.3,10.68
2026-01-06,mint,7.9,13.3
2026-01-07,kai_lan,62.0,4.05
2026-01-07,baby_spinach,30.7,5.79
2026-01-07,lettuce_mambo,55.6,3.99
2026-01-07,chye_sim,42.0,3.96
2026-01-07,arugula,11.8,8.64
2026-01-07,pak_choi,65.5,3.39
2026-01-07,kale,20.1,11.03
2026-01-07,basil_thai,9.4,16.08
2026-01-07,coriander,12.0,12.24
2026-01-07,mint,10.9,14.59
2026-01-08,kai_lan,60.6,4.11
2026-01-08,baby_spinach,32.2,5.77
2026-01-08,lettuce_mambo,53.7,3.68
2026-01-08,chye_sim,40.6,3.62
2026-01-08,arugula,10.7,6.91
2026-01-08,pak_choi,67.5,3.69
2026-01-08,kale,19.9,10.37
2026-01-08,basil_thai,11.9,15.55
2026-01-08,coriander,17.1,11.9
2026-01-08,mint,7.3,16.66
2026-01-09,kai_lan,49.7,4.03
2026-01-09,baby_spinach,33.8,6.23
2026-01-09,lettuce_mambo,47.9,4.25
2026-01-09,chye_sim,36.6,3.44
2026-01-09,arugula,14.2,8.5
2026-01-09,pak_choi,54.8,4.12
2026-01-09,kale,20.4,9.49
2026-01-09,basil_thai,14.4,15.22
2026-01-09,coriander,15.6,11.27
2026-01-09,mint,8.8,14.57
2026-01-10,kai_lan,46.3,3.95
2026-01-10,baby_spinach,27.7,5.94
2026-01-10,lettuce_mambo,44.0,3.21
2026-01-10,chye_sim,31.8,2.8
2026-01-10,arugula,11.0,7.62
2026-01-10,pak_choi,64.3,3.33
2026-01-10,kale,20.6,9.14
2026-01-10,basil_thai,12.5,16.03
2026-01-10,coriander,14.8,13.1
2026-01-10,mint,6.7,14.35
2026-01-11,kai_lan,59.0,4.96
2026-01-11,baby_spinach,41.4,5.31
2026-01-11,lettuce_mambo,44.3,3.4
2026-01-11,chye_sim,32.8,4.25
2026-01-11,arugula,10.9,7.1
2026-01-11,pak_choi,61.6,3.07
2026-01-11,kale,22.3,12.07
2026-01-11,basil_thai,13.1,15.82
2026-01-11,coriander,14.9,10.01
2026-01-11,mint,7.4,12.69
2026-01-12,kai_lan,37.5,5.71
2026-01-12,baby_spinach,33.3,6.34
2026-01-12,lettuce_mambo,55.1,3.73
2026-01-12,chye_sim,45.9,3.98
2026-01-12,arugula,13.2,7.84
2026-01-12,pak_choi,61.7,3.01
2026-01-12,kale,12.9,9.26
2026-01-12,basil_thai,11.6,13.2
2026-01-12,coriander,15.9,12.06
2026-01-12,mint,4.6,12.9
2026-01-13,kai_lan,64.7,4.77
2026-01-13,baby_spinach,23.8,6.14
2026-01-13,lettuce_mambo,64.7,4.11
2026-01-13,chye_sim,38.9,3.77
2026-01-13,arugula,11.3,8.37
2026-01-13,pak_choi,67.4,3.72
2026-01-13,kale,20.0,10.24
2026-01-13,basil_thai,12.1,16.1
2026-01-13,coriander,18.8,11.12
2026-01-13,mint,5.4,15.85
2026-01-14,kai_lan,65.5,3.3
2026-01-14,baby_spinach,26.8,6.69
2026-01-14,lettuce_mambo,57.4,3.6
2026-01-14,chye_sim,51.9,3.48
2026-01-14,arugula,11.0,8.17
2026-01-14,pak_choi,68.6,3.67
2026-01-14,kale,22.1,9.68
2026-01-14,basil_thai,13.0,14.64
2026-01-14,coriander,16.4,12.12
2026-01-14,mint,8.7,14.93
2026-01-15,kai_lan,68.0,4.53
2026-01-15,baby_spinach,25.3,6.06
2026-01-15,lettuce_mambo,57.3,3.88
2026-01-15,chye_sim,57.3,3.74
2026-01-15,arugula,13.1,8.85
2026-01-15,pak_choi,65.2,4.32
2026-01-15,kale,17.8,9.79
2026-01-15,basil_thai,10.1,14.51
2026-01-15,coriander,16.5,12.93
2026-01-15,mint,8.7,15.51
2026-01-16,kai_lan,56.6,4.27
2026-01-16,baby_spinach,50.3,6.35
2026-01-16,lettuce_mambo,51.1,3.52
2026-01-16,chye_sim,30.4,4.47
2026-01-16,arugula,11.1,8.1
2026-01-16,pak_choi,61.5,3.76
2026-01-16,kale,15.6,8.53
2026-01-16,basil_thai,11.6,15.84
2026-01-16,coriander,16.0,11.11
2026-01-16,mint,8.9,13.11
2026-01-17,kai_lan,40.8,3.84
2026-01-17,baby_spinach,36.0,6.57
2026-01-17,lettuce_mambo,54.1,4.3
2026-01-17,chye_sim,50.2,3.15
2026-01-17,arugula,9.1,7.51
2026-01-17,pak_choi,50.8,3.12
2026-01-17,kale,17.4,8.41
2026-01-17,basil_thai,12.8,15.07
2026-01-17,coriander,16.7,12.56
2026-01-17,mint,9.2,13.55
2026-01-18,kai_lan,77.0,4.66
2026-01-18,baby_spinach,12.6,5.1
2026-01-18,lettuce_mambo,41.8,3.81
2026-01-18,chye_sim,27.0,3.77
2026-01-18,arugula,14.7,8.44
2026-01-18,pak_choi,60.8,3.17
2026-01-18,kale,15.5,9.53
2026-01-18,basil_thai,12.6,12.4
2026-01-18,coriander,15.2,12.02
2026-01-18,mint,8.0,13.02
2026-01-19,kai_lan,51.9,4.38
2026-01-19,baby_spinach,31.4,6.54
2026-01-19,lettuce_mambo,62.2,3.68
2026-01-19,chye_sim,35.1,4.22
2026-01-19,arugula,13.3,7.65
2026-01-19,pak_choi,67.9,3.84
2026-01-19,kale,22.4,11.1
2026-01-19,basil_thai,9.7,15.02
2026-01-19,coriander,15.5,11.89
2026-01-19,mint,7.0,12.22
2026-01-20,kai_lan,62.8,3.96
2026-01-20,baby_spinach,32.5,5.29
2026-01-20,lettuce_mambo,52.4,3.89
2026-01-20,chye_sim,41.5,4.29
2026-01-20,arugula,16.9,8.22
2026-01-20,pak_choi,68.6,3.12
2026-01-20,kale,15.4,10.92
2026-01-20,basil_thai,10.0,13.54
2026-01-20,coriander,16.0,11.9
2026-01-20,mint,6.9,13.63
2026-01-21,kai_lan,79.5,3.94
2026-01-21,baby_spinach,21.4,6.85
2026-01-21,lettuce_mambo,61.2,3.55
2026-01-21,chye_sim,28.2,3.63
2026-01-21,arugula,12.5,8.93
2026-01-21,pak_choi,59.2,3.47
2026-01-21,kale,21.2,7.36
2026-01-21,basil_thai,13.8,13.34
2026-01-21,coriander,16.6,12.27
2026-01-21,mint,10.1,14.66
2026-01-22,kai_lan,29.2,3.95
2026-01-22,baby_spinach,32.0,5.82
2026-01-22,lettuce_mambo,59.6,4.12
2026-01-22,chye_sim,44.7,3.89
2026-01-22,arugula,8.6,7.64
2026-01-22,pak_choi,66.3,3.12
2026-01-22,kale,20.6,10.32
2026-01-22,basil_thai,11.7,10.71
2026-01-22,coriander,12.2,14.07
2026-01-22,mint,7.3,11.62
2026-01-23,kai_lan,75.4,4.51
2026-01-23,baby_spinach,38.0,6.25
2026-01-23,lettuce_mambo,57.1,3.95
2026-01-23,chye_sim,43.7,5.14
2026-01-23,arugula,13.7,6.74
2026-01-23,pak_choi,63.8,3.9
2026-01-23,kale,21.5,9.12
2026-01-23,basil_thai,13.3,16.3
2026-01-23,coriander,21.1,11.17
2026-01-23,mint,7.0,13.63
2026-01-24,kai_lan,41.9,3.88
2026-01-24,baby_spinach,5.2,5.61
2026-01-24,lettuce_mambo,52.4,3.6
2026-01-24,chye_sim,43.3,4.01
2026-01-24,arugula,13.1,8.21
2026-01-24,pak_choi,60.2,3.6
2026-01-24,kale,22.2,9.55
2026-01-24,basil_thai,12.9,15.51
2026-01-24,coriander,14.3,12.45
2026-01-24,mint,11.8,13.68
2026-01-25,kai_lan,54.7,5.38
2026-01-25,baby_spinach,34.8,6.01
2026-01-25,lettuce_mambo,37.8,4.01
2026-01-25,chye_sim,10.4,4.73
2026-01-25,arugula,11.0,8.8
2026-01-25,pak_choi,50.4,2.96
2026-01-25,kale,19.0,9.47
2026-01-25,basil_thai,11.1,15.12
2026-01-25,coriander,22.1,12.92
2026-01-25,mint,10.0,15.01
2026-01-26,kai_lan,80.0,4.37
2026-01-26,baby_spinach,14.9,5.83
2026-01-26,lettuce_mambo,60.2,3.41
2026-01-26,chye_sim,37.6,3.65
2026-01-26,arugula,15.0,8.6
2026-01-26,pak_choi,66.3,3.72
2026-01-26,kale,18.2,9.68
2026-01-26,basil_thai,8.8,11.94
2026-01-26,coriander,15.4,12.36
2026-01-26,mint,9.9,15.89
2026-01-27,kai_lan,83.5,3.8
2026-01-27,baby_spinach,28.9,6.43
2026-01-27,lettuce_mambo,71.9,4.39
2026-01-27,chye_sim,49.5,3.81
2026-01-27,arugula,10.7,8.63
2026-01-27,pak_choi,58.3,3.42
2026-01-27,kale,18.6,10.93
2026-01-27,basil_thai,10.9,11.59
2026-01-27,coriander,16.9,11.23
2026-01-27,mint,8.4,13.9
2026-01-28,kai_lan,58.4,5.05
2026-01-28,baby_spinach,20.1,5.53
2026-01-28,lettuce_mambo,61.9,3.55
2026-01-28,chye_sim,27.8,4.33
2026-01-28,arugula,14.8,7.96
2026-01-28,pak_choi,52.9,3.75
2026-01-28,kale,14.0,9.78
2026-01-28,basil_thai,9.7,13.38
2026-01-28,coriander,14.2,11.8
2026-01-28,mint,7.4,14.71
2026-01-29,kai_lan,54.5,5.19
2026-01-29,baby_spinach,32.9,5.37
2026-01-29,lettuce_mambo,51.8,3.14
2026-01-29,chye_sim,42.0,3.82
2026-01-29,arugula,7.5,7.57
2026-01-29,pak_choi,57.6,4.05
2026-01-29,kale,13.4,8.2
2026-01-29,basil_thai,13.4,16.9
2026-01-29,coriander,13.1,11.3
2026-01-29,mint,9.2,11.21
2026-01-30,kai_lan,32.8,4.3
2026-01-30,baby_spinach,41.1,5.61
2026-01-30,lettuce_mambo,54.8,4.25
2026-01-30,chye_sim,54.8,3.71
2026-01-30,arugula,11.7,9.46
2026-01-30,pak_choi,51.2,3.86
2026-01-30,kale,14.7,9.59
2026-01-30,basil_thai,10.2,13.66
2026-01-30,coriander,11.8,12.3
2026-01-30,mint,9.4,13.84
2026-01-31,kai_lan,48.8,4.9
2026-01-31,baby_spinach,18.5,6.67
2026-01-31,lettuce_mambo,54.6,4.84
2026-01-31,chye_sim,24.7,3.77
2026-01-31,arugula,12.0,8.66
2026-01-31,pak_choi,51.3,3.36
2026-01-31,kale,19.6,8.76
2026-01-31,basil_thai,10.8,15.13
2026-01-31,coriander,17.1,11.33
2026-01-31,mint,5.3,11.7
2026-02-01,kai_lan,31.3,3.58
2026-02-01,baby_spinach,24.9,4.93
2026-02-01,lettuce_mambo,46.7,3.49
2026-02-01,chye_sim,24.4,4.66
2026-02-01,arugula,11.9,8.01
2026-02-01,pak_choi,52.3,3.35
2026-02-01,kale,19.1,10.03
2026-02-01,basil_thai,9.9,15.05
2026-02-01,coriander,9.7,12.23
2026-02-01,mint,9.5,13.66
2026-02-02,kai_lan,83.7,3.88
2026-02-02,baby_spinach,31.8,5.97
2026-02-02,lettuce_mambo,54.9,3.75
2026-02-02,chye_sim,39.6,4.42
2026-02-02,arugula,14.8,8.0
2026-02-02,pak_choi,66.5,3.25
2026-02-02,kale,20.4,8.81
2026-02-02,basil_thai,13.1,18.09
2026-02-02,coriander,14.3,9.59
2026-02-02,mint,7.1,15.48
2026-02-03,kai_lan,69.0,4.67
2026-02-03,baby_spinach,38.9,6.44
2026-02-03,lettuce_mambo,64.3,4.17
2026-02-03,chye_sim,52.5,4.18
2026-02-03,arugula,14.3,7.75
2026-02-03,pak_choi,60.4,4.1
2026-02-03,kale,19.5,10.22
2026-02-03,basil_thai,11.6,14.18
2026-02-03,coriander,15.2,13.58
2026-02-03,mint,9.2,11.95
2026-02-04,kai_lan,56.9,5.75
2026-02-04,baby_spinach,29.9,4.38
2026-02-04,lettuce_mambo,68.3,4.07
2026-02-04,chye_sim,39.5,3.81
2026-02-04,arugula,14.8,7.57
2026-02-04,pak_choi,70.9,3.69
2026-02-04,kale,19.7,9.63
2026-02-04,basil_thai,10.8,16.46
2026-02-04,coriander,12.9,10.22
2026-02-04,mint,9.4,14.76
2026-02-05,kai_lan,64.7,4.79
2026-02-05,baby_spinach,28.3,6.71
2026-02-05,lettuce_mambo,56.1,3.61
2026-02-05,chye_sim,36.5,5.01
2026-02-05,arugula,8.8,8.4
2026-02-05,pak_choi,52.2,3.46
2026-02-05,kale,17.1,7.62
2026-02-05,basil_thai,11.6,14.47
2026-02-05,coriander,9.4,12.92
2026-02-05,mint,10.5,15.79
2026-02-06,kai_lan,60.6,4.53
2026-02-06,baby_spinach,39.4,7.51
2026-02-06,lettuce_mambo,60.2,3.42
2026-02-06,chye_sim,39.0,4.22
2026-02-06,arugula,8.1,8.38
2026-02-06,pak_choi,73.3,3.72
2026-02-06,kale,22.1,9.66
2026-02-06,basil_thai,10.2,15.53
2026-02-06,coriander,12.0,10.94
2026-02-06,mint,9.9,15.65
2026-02-07,kai_lan,32.7,5.18
2026-02-07,baby_spinach,25.1,6.31
2026-02-07,lettuce_mambo,52.4,4.2
2026-02-07,chye_sim,27.9,4.71
2026-02-07,arugula,11.1,8.5
2026-02-07,pak_choi,49.0,4.26
2026-02-07,kale,19.3,10.14
2026-02-07,basil_thai,8.1,13.85
2026-02-07,coriander,17.4,12.32
2026-02-07,mint,5.2,15.25
2026-02-08,kai_lan,39.2,5.49
2026-02-08,baby_spinach,25.3,6.18
2026-02-08,lettuce_mambo,56.9,3.44
2026-02-08,chye_sim,19.6,3.9
2026-02-08,arugula,12.3,6.94
2026-02-08,pak_choi,44.5,3.79
2026-02-08,kale,16.2,9.15
2026-02-08,basil_thai,7.7,14.05
2026-02-08,coriander,14.4,13.02
2026-02-08,mint,7.1,15.99
2026-02-09,kai_lan,47.8,4.02
2026-02-09,baby_spinach,41.6,6.19
2026-02-09,lettuce_mambo,52.2,3.74
2026-02-09,chye_sim,49.0,4.73
2026-02-09,arugula,10.4,7.97
2026-02-09,pak_choi,61.5,3.15
2026-02-09,kale,17.9,9.5
2026-02-09,basil_thai,12.9,16.69
2026-02-09,coriander,13.5,11.76
2026-02-09,mint,9.1,13.3
2026-02-10,kai_lan,67.2,4.44
2026-02-10,baby_spinach,24.0,5.14
2026-02-10,lettuce_mambo,65.3,3.74
2026-02-10,chye_sim,52.8,3.74
2026-02-10,arugula,13.1,9.91
2026-02-10,pak_choi,57.0,2.84
2026-02-10,kale,22.6,8.76
2026-02-10,basil_thai,11.0,14.18
2026-02-10,coriander,15.6,10.95
2026-02-10,mint,8.0,14.54
2026-02-11,kai_lan,43.1,4.01
2026-02-11,baby_spinach,28.9,4.71
2026-02-11,lettuce_mambo,55.4,3.85
2026-02-11,chye_sim,36.1,3.86
2026-02-11,arugula,12.5,7.48
2026-02-11,pak_choi,67.6,4.0
2026-02-11,kale,17.5,9.94
2026-02-11,basil_thai,10.4,15.51
2026-02-11,coriander,18.8,12.56
2026-02-11,mint,5.6,14.54
2026-02-12,kai_lan,71.9,4.34
2026-02-12,baby_spinach,38.1,5.38
2026-02-12,lettuce_mambo,48.1,3.86
2026-02-12,chye_sim,24.2,3.88
2026-02-12,arugula,14.8,6.47
2026-02-12,pak_choi,54.2,3.14
2026-02-12,kale,18.2,9.17
2026-02-12,basil_thai,13.4,16.34
2026-02-12,coriander,15.7,12.16
2026-02-12,mint,8.8,12.97
2026-02-13,kai_lan,64.5,3.72
2026-02-13,baby_spinach,35.6,7.07
2026-02-13,lettuce_mambo,55.1,3.73
2026-02-13,chye_sim,39.8,2.8
2026-02-13,arugula,12.3,7.91
2026-02-13,pak_choi,58.9,3.75
2026-02-13,kale,17.4,8.47
2026-02-13,basil_thai,9.9,15.09
2026-02-13,coriander,14.1,12.18
2026-02-13,mint,9.5,12.7
2026-02-14,kai_lan,46.1,5.4
2026-02-14,baby_spinach,12.7,6.16
2026-02-14,lettuce_mambo,46.6,3.65
2026-02-14,chye_sim,19.5,3.92
2026-02-14,arugula,14.2,6.99
2026-02-14,pak_choi,46.5,3.04
2026-02-14,kale,23.0,9.08
2026-02-14,basil_thai,11.0,14.44
